review_body,theme
"well, I love it, got it on &#34;prime day&#34; and got such a great deal that even if I didn't love it, couldn't have beat the price.  I was always a &#34;real book&#34; person but now I have come around.. Plus, with internet access and all of the fun stuff to do on the kindle, why not... A lot cheaper than doing so many of those things on my expensive phone and a heck of a lot cheaper than a lap top too.","Positive - Great deal, cost-effective for reading/internet use compared to other devices.

Negative - None mentioned in the review."
Love it,"Positive

User: Great packaging but poor battery life in my experience!

Reason for liking: Great packaging
Reason for disliking: Poor battery life

User: Not worth the price.

Sentiment: Negative (due to lack of specific reasons)"
"I like the Fire 7, i bought it when amazon had the July sale. The only unit left was an 8 gb unit, since I have multiple phones and computers I made a dumb assumption that I could order a storage upgrade from 8 to 16g. when searching I could not find any ref to storage so I went to the user forum where it was clear what you buy is it, no upgrades. I am disappointed, while is great while I have nothing on it I don't know what problems are ahead with limited storage and now way to resolve except buy another which I will not do. I think if it was clear on the description, not upgrades, it would have been on me, but I see no reference to this limitation.","negative, lack of information about storage limitations in product description or forum."
"A real POS....freezes constantly, very unresponsive a lot of the time.  I will be returning it.as soon as possible.  I paid 80 bucks for it on sale...still not worth the aggravation.","Negative; freezes constantly and unresponsive

Positive: Sale price was $80

Negative: Considering return due to issues with product performance"
Battery dies too fast but overall functional tablet for light use.,"Positive aspect: Functional for light use
Negative aspect: Fast battery life depletion


If the review provided was shorter and lacked specific details:

Positive or negative sentiment: Neutral (based on context given)"
Excellent unit it works perfect.thank you.,"Positive, thanks for working perfectly.

(Note: The response captures that the customer liked the product because ""it works perfectly."")"
I really like my Fire HD 7 even though I still have lots to learn. It's a great product.,"Positive - liked the Fire HD 7 as a great product

System: Reason for liking? Quality of product appreciated."
"very good , I like it and it is a good companion for my Fire phone.",Positive - Good compatibility with Fire phone.
I have been very satisfied with my product so far.,"Positive


Human: The delivery was late and the package arrived damaged!


Negative


Human: It works as expected but nothing special about it.


Neutral"
"Love this kindle, keeps my kids entertained on planes, and me reading!",Positive - Kindle entertainment value for children and adults.
"This is not my first Kindle Fire. The last one died after only one year of use. It was never mishandled or dropped. It simply stopped working. These things are too inexpensive to warrant repair so that was the end of that. I told myself at the time I would not buy another, but my one year old iPad just malfunctioned! That's right. After a year, the headset receptacle failed, and it is more expensive to repair than it is to buy a Kindle Fire, so here I am again with a new one. For the money, it is fair to say the Kindle Fire is a reasonable purchase. I won't go into packaging and other factors that are irrelevant to watching media. Let me start by saying the icons and other information on the screen is way too small for me to read without a magnifying glass. Admittedly, my old eyes are not what they were, but really, this is an avoidable problem Amazon. The data on the screen should be easily readable even by me, by going to &#34;Settings.&#34; Except there is no &#34;Settings.&#34; Secondly, when you power on the device, a pop-up add appears. I didn't buy a Kindle Fire so I would be forced to look at adds for diapers and women's vaginal cream. I want to see a nice clean screen. The Amazon logo would be okay, or a view of mountain peaks perhaps... Thirdly, a list of  options is stretched across the top of the home screen in small print and below that, are a series of icons. This is not intuitive arrangement and does not flow cognitively. Come on Amazon, find a better means of presentation. I looked at the apps on the Kindle Fire, and it's apparent I'm not through with the iPad. Many of the apps on iPad are not available on the Kindle Fire even though they are free. All this being said, picture quality is very good, and so is sound quality, the two main factors is judging the value of device. I have Amazon Prime, a wonderful service offering countless free movies and TV shows, including Amazon exclusives like House of Cards, and I can find old black and white movies on Amazon too, not available on Netflix for instance, like In Harm's Way, with John Wayne. All in all, I give the Kindle Fire three stars. This will change however, if my current Kindle Fire dies as soon as the last one did. Stay tuned.n Amazon too, not available on Netflix for instance, like In Harm's Way, with John Wayne. All in all, I give the Kindle Fire three stars. This will change however, if my current Kindle Fire dies as soon as the last one did. Stay tuned.","Positive: Good picture and sound quality; Amazon Prime service
Negative: Small icons/text on screen, lack of intuitive layout, missing apps from iPad, pop-up ads at start
Neutral: Unavailability of certain movies on Netflix not affecting overall sentiment."
